question,answer,context,task_category,source
Báwo ni àwọn Yorùbá ṣe ń gbé ìgbésí ayé wọn láti dín àwọn ìṣòro ojoojúmọ́ kù?,"Àwọn Yorùbá gba ọ̀pọ̀lọpọ̀ ìgbésẹ̀ láti dín àwọn ìṣòro ojoojúmọ́ kù àti láti ru àlàáfíà àti àṣeyọrí wá sí ayé wọn. Àwọn ìgbésẹ̀ wọ̀nyí pẹ̀lú àpẹẹrẹ pẹ̀lú wọn ni:

1. Gbigbọ́rọ̀ sí àwọn àgbà: Nípasẹ̀ gbigbọ́ sí ọ̀rọ̀ àwọn àgbàlagbà, wọn kọ́ láti yẹra fún àwọn àṣìṣe tí ó lè dá ọgbẹ́nà pẹ̀lú.
2. Sísọ eto ọgbọ́n ènìyàn: Wọn ṣe agbeyẹwo ètò wọn pẹ̀lú ọgbọ́n, kí wọn lè mọ níbì tí àtúnṣe ṣe pàtàkì.
3. Lílo ìmọ̀ ọ̀fẹ: Nípasẹ̀ lílo ìmọ̀ àti ọgbọ́n tí àwọn baba ńlá wọn fi sílẹ̀, wọn ṣàkóso àti yanju àwọn ìṣòro.
4. Ṣíṣe àdúrà àti ṣíṣe ẹbọ: Àdúrà àti ṣíṣe ẹbọ tún jẹ́ ọ̀nà tí wọn gbà gbé ayé wọn ga, nípasẹ̀ bíbéèrè fún ìrànlọ́wọ́ láti ọ̀dọ̀ àwọn òrìṣà.
5. Àjọṣepọ̀ pẹ̀lú àgbègbè: Wọn gbìyànjú láti mú kí àgbègbè wọn dára, nípasẹ̀ ṣíṣe àwọn iṣẹ́ àgbáyé àti àtìlẹ́yìn àwọn ará ìlú.
6. Gbigba ẹkọ́ nípa ìṣẹ̀dá: Nípasẹ̀ gbigbọ ìtàn àti ẹkọ́ tí àwọn baba ńlá kọ, wọn kọ́ bí àyíká ṣe lè mú ayé wọn dara síi.",,brainstorming,self-instruct
Báwo ni àwọn ìròyìn tó sìn tàbí àṣà tó sìn lè nípa lórí ìtọ́sọ́nà àwọn òdọ́ àti ìdàgbàsókè ọgbọ́n wọn ní Nàìjíríà?,"Àwọn ìròyìn tó sìn àti àṣà lè ní àṣepárápọ̀ pẹ̀lú ìtọ́sọ́nà àwọn òdọ́ ní Nàìjíríà lópin sí ọ̀nà tó yàtọ̀ síra bíi:

1. Lílo ìtàn àròsọ Yorùbá bíi ẹ̀kọ́ ìmọ̀lẹ̀: Lílo àwọn ìtàn bíi ìtàn Moremi Àìṣà, Sàngó, àti Ọ̀yá lẹ́kọ̀ọ́ vàlí ìdìbòjú, ìgbẹ́kẹ̀lé, àti ìwà ìkànsí.
2. Ìkojọpọ̀ àwọn àṣà orí ìtàgé: Bíi ilẹ̀kẹ̀, fílà, àti bàtà ìbílẹ̀, tí yóò kọ́ ọ̀dọ́ lórí ìdàgbàsókè ẹ̀bùn ara wọn àti ṣíṣe àfihàn àṣà Yorùbá.
3. Ìjíròrò nípa àwọn òṣèré ìtàn àti àṣà: Bí a ṣe lè lo ìrírí àwọn òṣèré ìtàn bí Ifágbọlá Ajùmọbí, tó ṣàpèjúwe ìṣẹ́gun rẹ lórí ètò àti àdánwò, láti kọ́ ọ̀dọ́ nípa iwà ìrẹ́lẹ̀ àti ṣíṣe sùúrù.
4. Ṣíṣe àwàrí àṣà lọ sí àwọn gbèríjọ àdáni: Bíi lílo àwọn òwe àti ìjàkádì orí òkè yíyàsọ̀tọ̀, tí yóò jẹ́ kí wọn kọ́ ẹ̀kọ́ nípa ìdàgbàsókè ẹ̀rí-ọkàn àti ṣíṣe tí ó dára.
5. Kíkọ́ nípa àṣà ilẹ̀ Yorùbá: Bíi ìkẹ̀kọ̀ọ́ nípa àṣà làákàyè, ilé iṣẹ́ ọnà, àti àwọn orin ìbílẹ̀, tí yóò kọ́ wọn nípa ìtàn àti ìṣòro ìkànsí àṣà tiwọn.
6. Lílo àwọn ìdíje àṣà àti iṣẹ́ òǹkọ̀wé: Bíí ìdíje ewí, kíkọ̀ ìtàn àròsọ, àti ìdíje yíyà àwòrán àṣà, tí yóò ràn wọn lọ́wọ́ láti ṣàfihàn àwọn ẹ̀bùn wọn àti kíkọ́ ẹ̀kọ́ nípa àṣà wọn.",,brainstorming,self-instruct
Báwo ni à ń yan orúkọ fún ilé tuntun ní àṣà Yorùbá?,"Ní àṣà Yorùbá, ìyàn orúkọ fún ilé tuntun jẹ́ nkan pàtàkì, àwọn ìlànà tí a lè tẹ̀lé ní àyíká yí ni:

1. Àláàyè: Yan orúkọ tí ó ní ìtumọ̀ pé ilé náà máa jẹ́ ibi àlááfíà.
2. Ayérayé: Orúkọ tí ó túmọ̀ sí ìgbàgbọ́ pé ilé náà máa wà láàyè títí.
3. Ìrísí ilé: Orúkọ tí ó ṣe àfihàn ẹ̀wà ilé náà.
4. Àṣà àti ìṣe: Yan orúkọ tí ó dá lórí àṣà àti ìṣe ilé Yorùbá.
5. Igbé ayé àwọn olùgbé: Orúkọ tí ó ṣójútùú sí igbáyé àwọn olùgbé ilé náà.
6. Ìfọ̀rọ̀wánilẹ́nuwò tí o júyìn: Orúkọ tí ó ní ìtumọ̀ pé ilé náà máa jẹ́ ibi ìpàdé ẹbí.
7. Ọ̀rọ̀-ayé: Yan orúkọ tí ó fihan ìmọ̀lẹ̀ àti àṣeyọri.
8. Inú ìlú: Tí ilé bá wà ní inú ìlú, yan orúkọ tí ó jẹ́ kí ilé náà dá lórí.

Ìyípadà orúkọ ilé lè wáyé tó bá jẹ́ pé àwọn olùgbé fẹ́ ṣàfihàn àyípadà tó dáa nínú igbesí ayé wọn tàbí láti ṣàmì ìbùkún àwọn òrìṣà.",,brainstorming,self-instruct
Báwo ni àwọn àṣà àtijọ́ àti ìṣẹ̀dá aládùnnú lè jẹ́ kíkọ sísọ ilé ìfowópamọsí dára sí i ní orílẹ̀-èdè wa?,"1. Ṣíṣe àyẹyẹ àṣà ọdọọdún tí yóò máa wáyé ní ilé ìfowópamọsí fún ìfọkànsí sí ìtànjẹ àti ìṣèjọba tó mọ́. 
2. Ṣẹ̀dá àwọn ere ìtàgé tí yóò máa kọ́ ènìyàn nípa àwọn ìlànà ìdánilójú àti àwọn ẹ̀kọ́ nípa owó. 
3. Lílò àwọn ìtan àtijọ́ àti àlọ́ àpamọ̀ láti ṣàlàyé àwọn to nkan ti ilé ìfowópamọsí lè ṣe láti tù wọ́n nínú. 
4. Ṣíṣe àwọn àfihàn èdè àti àṣà tí yóò gbé àwọn àṣà Yorùbá lárugẹ àti bí wọ́n ṣe lè ṣe alábàárò fún ìdàgbàsókè àgbègbè náà. 
5. Kíkọ àwọn ohun èèlò ibí ṣe láti àwọn ohun tí a lè rí ní àgbègbè náà tí yóò tún jẹ́ ọ̀nà láti dá ilé ìfowópamọsí mọ́lẹ̀ gẹ́gẹ́ bí àmì ẹ̀yẹ.",,brainstorming,self-instruct
Báwo ni a ṣe lè ṣe àtúnṣe àwọn ìwé ìtàn àgbáyé Yorùbá fún àwọn ọmọde láti fi fẹ́?,"Nípa ṣíṣe àtúnṣe àwọn ìwé ìtàn àgbáyé Yorùbá fún àwọn ọmọde, a lè tẹ̀lé àwọn ìgbésẹ̀ wọ̀nyí:
- Ṣe àtúnṣe àwọn ìtàn náà láti mú kí wọ́n jẹ́ alárìnjọ̀, fún àpẹrẹ, lílo àwòrán àti àwòrán aláwòrán láti fa ifojúsọna àti àníyàn àwọn ọmọdé.
- Fikún àwọn eré ìdárayá àti àwọn àkọlé èkó nípa àsà, ẹ̀yà àti ìtàn àgbáyé Yorùbá, láti sọ ìtàn di ọ̀rọ̀ ìrànlọ́wọ́ èkó.
- Lílo imọ̀ ẹ̀rọ ayélujára bí àwọn àpèjúwe àwòrán àti àwọn fídíò ẹ̀kọ́, láti mú kí ìtàn náà ní èso síi nípasẹ̀ ọ̀nà tuntun.
- Da àwọn ìtàn àròsọ sílẹ̀ àti tú àwọn ìtàn ayé atijọ̀ ti Yorùbá mọ láti fihàn ìmúdọ̀gba àti ètò ọmọlúwàbí.
- Ṣe àgbékalẹ̀ àwọn idánìlẹ́kọ̀ọ́ kékeré àti ìdíje kẹ́kẹ́ẹkẹ́ nípa àwọn ìtàn Yorùbá, láti gba àwọn ọmọdé níyànjú láti kópa àti kí wọn le ní àwọn èrè.
- Lílo èdè ati àwọn àfọwọ́kọ tí wọ́n le fẹ́mì ṣe pàtàkì fún ìgbàlódé, láti mú kí àwọn ìtàn náà wù wọn síi.",,brainstorming,self-instruct
Báwo ni àwọn ènìyàn lè sàmúlò àwọn àṣà àtijọ́ láti ṣètò ayẹyẹ ìgbéyàwó tí yóò jáde yatọ̀ si ti ìṣe déédéé?,"Láti ṣètò ayẹyẹ ìgbéyàwó ní ònírúurú ònà tí yóò ṣàfihàn àṣà àtijọ́, àwọn ìtọ́nisọ́nà wọ̀nyí le wà ní úsé: 

1. Lílo ìgbà èwe, ìyà tí ń ta ìkòkò tí a fi èpò púpà ṣe fún ìwúyè iyawo. 
2. Ṣíṣe àkànṣe ayẹyẹ pẹ̀lú èdè àti ewì Yorùbá ní gbogbo ètò ayẹyẹ. 
3. Lílo ojúbò Oríṣà láti súre fún tọkọtaya, dípò lílo ìjọsìn àṣà òkè. 
4. Àmúlò àṣọ ìbílẹ̀ bí àdìrẹ, ìró àti bùbá, akete àbíOfi. 
5. Ṣíṣe iṣẹ́ àṣà, bíi ìjálá, ìkè, àti ìwúre dídá èèyàn, láti fi súre àti ṣàtìlẹyìn fún tọkọtaya náà. 
6. Fifi ẹ̀kọ́ àwọn óge àtijọ́ tí wọn maa ń ṣe fún àwọn ọ̀dọ́bìnrin lórí bí a ṣe ń ṣe àkóso ilé. 
7. Lílo orin ìgbéyàwó àtijọ́ tí wọn maa ń kọ ní igbasilẹ láti fi ṣogo fún àṣà Yorùbá. 

Pẹ̀lú àwọn ìtọ́nisọ́nà wọ̀nyì ,ayẹyẹ ìgbéyàwó yóò máa ṣàfihàn àṣà àtijọ́ ní ònírúurú àti àkíkanjú ọ̀nà ",,brainstorming,self-instruct
Báwo ni ilé-ìwé lè mú ìmọ̀ sayẹ́ǹsì túbọ̀ dùn mọ́ ọmọdé láti kékeré?,"Àwọn ìgbésẹ̀ tí ilé-ìwé lè gbé lọ láti mú ìmọ̀ sayẹ́ǹsì dùn mọ́ àwọn ọmọdé pẹ̀lú àtìlẹ́yìn àṣà àti ìṣe lọpọ̀ Yorùbá ni:

1. Kíkọ́ ayé nípa àwọn òǹkọ̀wé ayé àtijọ́ bí Ọnà-Òrìṣà tí wọ́n ṣe àwárí nípa ìmọ̀ ìjìnlẹ̀ èdá ènìyàn àti ayé.
2. Ṣíṣe àwọn ìdánwò ìmọ̀ sayẹ́ǹsì tó ṣe pàtàkì sí àwọn ìròyìn aláyé ìlú ati ìtàn òrìṣà, bíi ṣíṣe ìdánwò pẹ̀lú èwé àti egbò, àti ṣíṣe àwọn àpẹẹrẹ ayé-ojoojúmọ́.
3. Ṣíṣèdá àwọn àkànṣe ètò lọ́nà tí yóò gba ọmọ níyàn láti ṣe àwárí nípa ìmọ̀ sayẹ́ǹsì nípa lílo àwọn ohun tí wọ́n le rí rọ́ọ̀rùn ní àgbègbè wọn.
4. Kíkọ́ nípa àwọn ènìyàn Yorùbá tó tayọ̀ ní ìmọ̀ sayẹ́ǹsì bíi arákùnrin Sangọ àti Oya tí wọ́n jẹ́ òrìṣà àjéǹdá lọ́lá nípa ìmọ̀ àgbáyé.
5. Ṣíṣe àwọn ayẹyẹ àti àjọyọ̀ pàtàkì lẹ́kunrẹ́rẹ́ láti kíyèsí àwọn ìṣẹ̀lẹ̀ ìmọ̀ sayẹ́ǹsì tí ó wà ní àṣà Yorùbá, gẹ́gẹ́ bí ayẹyẹ Ogun tí ó ṣe ayẹwò ìmọ̀ tuntun nípa ìjà-ogun àti ẹ̀kọ́.",,brainstorming,self-instruct
Báwo ni àṣà àti ìṣe Yorùbá ṣe ń ṣe àtìlẹyìn fún ìṣàkóso ìṣòro àgbáyé bí ìgbélé COVID-19?,"Nínú àṣà àti ìṣe Yorùbá, àwọn ìgbàgbọ́ àti ìṣe ìbílẹ̀ wà tí ó lè ṣe àtìlẹyìn fún ìṣàkóso ìṣòro àgbáyé bí ìgbélé COVID-19. Fún àpẹẹrẹ, ìgbàgbọ́ nínú ìpádé àgbáyé (ítẹ́jùmọ̀) tí ó jẹ́ pé ènìyàn gbọ́dọ̀ máa ṣe alábapín pọ̀ mímu àrin gbùngbùn láàárín àwọn ará ilé àti àgbègbè. Èyí lè ní àmì sí nípa pínpín àwọn ohun èlò ìmọ́tótó bíi omi ọṣẹ àti sanitizers, àti tí ṣíṣe àwọn àpótí àjọsọpọ̀ fún àwọn tí COVID-19 bá ti ṣe àkóbá fún dáadáa. Bákan náà, àṣà sísọ̀rọ̀ nípanirun (ìfọkànsìn ara ẹni àti àwọn mìíràn) le ṣe iranlọwọ ní ṣíṣe àlàyé pàtàkì ìtẹ̀lé àwọn ìlànà ìlera bíi lílo bóòjúbo àti ìdílé kúrò nínú orílẹ̀-èdè tí àrùn bá ti pọ̀ tó. Lílo àwọn orin ìbílẹ̀ àti ewì lè máa ṣe àgbéjáde ìròyìn tó ṣe pàtàkì àti ìtọ́jú àwọn ọ̀rọ̀ ìmọ̀ràn lórí bí a ṣe lè dáàbò bo ara wa àti ìdílé wa lọ́wọ́ àrùn náà.",,brainstorming,self-instruct
Báwo ni a ṣe lè lo àwọn ìtàn àlọ́ àti òwe Yorùbá láti ṣàfihàn ọgbọ́n àti ìmọ̀ fún àwọn ọmọdé?,"1. Ṣe àgbékalẹ̀ àwọn ètò kàlẹ̀ndà àṣà tó ń ṣe àfihàn àwọn ìtàn àlọ́ Yorùbá lórí tẹlifíṣọ̀nù àti redio.\n2. Lò àwọn ìtàn àlọ́ àti òwe gẹ́gẹ́ bí ọ̀nà láti kọ́ àwọn ọmọdé nípa ìtàn àti àṣà Yorùbá ní iléèwè.\n3. Ṣe àgbéjáde àwọn ìwé ètò ẹ̀kọ́ ti ó ní àwọn ìtàn àlọ́ àti òwe tí ó n tọ́ka sí ẹ̀kọ́ ọgbọ́n.\n4. Ṣe àgbékalẹ̀ àwọn eré ìtàgé tí wọ́n ń ṣàfihàn àwọn ìtàn àlọ́ àti òwe, ní àwọn ààfin ọba àti ilé ìfihan ọ̀ṣọ̀.\n5. Lò àwọn ìtàn àlọ́ àti òwe bíi ọ̀nà láti ṣètò àwọn idanilẹ́kọọ̀ agbègbè, tó jẹ́ kí àwọn ènìyàn lè kọ́ ẹ̀kọ́ láàárín irúrú àgbègbè.",,brainstorming,self-instruct
Báwo ni a lè mú àwọn ọ̀dọ́ nípaàrọ̀ láti nífẹ̀ẹ́ sáyẹ́nsì àti ìmọ̀ ẹ̀rọ?,"1. Ṣe àgbékalẹ̀ àwọn irinṣẹ́ ètò ẹ̀kọ́ dídánúlójú tó bá ayé òde òní muu, bíi àwọn ètò eré ìdárayá ẹ̀kọ́ àti àwọn ìdánwò ìmọ̀ sayẹ́nsì lórí ayélujára.
2. Kọpamọ àwọn aṣà àtijọ́ tí yóò kọ wọn nípa ìmọ̀ sáyẹ́nsì àti ìmọ̀ ẹ̀rọ nípa lílo àwọn ìtàn àgbàlagbà Yorùbá àti àwọn akọrin àgbàláyé bíi Moremi, Lisabi, àti Ogun.
3. Ṣe àkójọpọ àwọn irinṣẹ́ ìmọ̀ ẹ̀rọ àti sáyẹ́nsì tí wọn lè lo ní ilé-ìwé tàbí nílé, gẹ́gẹ́ bí roboto tó n sọ èdè Yorùbá àti àwọn ohun èlò ìmọ̀ ìjìnlẹ̀ tí yóò ràn wọn lọ́wọ́ ní gbígbé ìwádìí kíkọlẹ̀.
4. Pe àwọn akẹ́kọ̀ọ́ láti kópa nínú àwọn ìdíje ìmọ̀ sáyẹ́nsì tó dàbí Olympiad, nínú èyí tí wọn máa ń bèèrè fún ìdíje pẹ̀lú àwọn ọmọ ilé-ìwé mìíràn láti gbogbo àgbáyé, èyí tó máa ṣe ìrànṣẹ́ gẹ́gẹ́ bí orísun ìmọ̀bẹ̀rẹ̀ àti ìfikún.
5. Ṣe àgbékalẹ̀ àwọn ètò àròkọ nípa ìròyìn àti àtẹ̀jáde ìmọ̀ sáyẹ́nsì nínú èdè Yorùbá lórí ìtàkùn àgbáyé yíká nínú èyí tí àwọn ọ̀dọ́ máa lè tẹ́wọ́gbà, sọ ohun tí wọ́n rò, àti ṣe àgbéyẹ̀wò àwọn ìdàgbàsókè tuntun ní ìmọ̀ sáyẹ́nsì àti ìmọ̀ ẹ̀rọ.",,brainstorming,self-instruct
Bawo ni àwọn ọ̀nà àtijọ́ Yorùbá se lè wà ní ìrànlọ́wọ́ nígbàtí a bá ń ṣe ìròyìn orí ayélujára?,"Yoo ṣe àǹfàǹí tó bágbéga láti lò àwọn òwe àti àlọ́ àpamọ́ tí Yorùbá ní láti ṣàlàyé àwọn ìdánimọ̀ àti ọgbọ́n ìwé. Gẹ́gẹ́ bí apá kan ti isẹ̀dá, àwọn ìlànà ìpèlé ìròyìn lè jẹ́ ìmúṣòrí di mọ́ àwọn ìdíìlé Òwe Yorùbá, bíi “Àìní ọwọ́ síso àgbà kò jẹ́ kí ìtóju omi tẹ́ẹ́”. Èyí lè túmọ̀ sí pé, kíkọ̀ọ́ rẹ̀ lákọsílẹ̀ jẹ́ pàtàkì nígbàtí a bá fẹ́ jẹ́rìí sí ìṣẹ̀lẹ̀ nílè ojú mọ́nsúnrí. Lílo èdè abínibí àti àwọn ìròyìn ìgbàgbọ́ dáradára yìí lè mú ìdánilójú pé àkóónu ti a fi síta ìròyìn jẹ́ èyí tí ó dọ̀gba, nípa lítíréṿùú ìròyìn àgbáyé.",,brainstorming,self-instruct
Báwo ni àwọn àgbàlagbà ṣe ń tàn àwọn ọ̀dọ́ lọ́rẹ̀ láti dojú kọ ìṣòro ìgbé ayé?,"Àwọn àgbàlagbà máa ń lò ọ̀rọ̀ àgbà àti àwọn ìtàn àná láti kọ́ àwọn ọ̀dọ́ bí wọ́n ṣe lè dojú kọ ìṣòro ìgbé ayé. Bí àpẹrẹ:

1. Wọ́n máa ń kọ́ wọn pé 'Àìnírẹtí kì í gbé ilé.' Ẹ̀kọ́ náà ni pé wọ́n kò gbọdọ̀ padà síwájú ìṣòro.
2. Wọ́n máa ń lo ìtàn ìjàpá àti ẹranko míràn láti fi hàn pé ìpinnu àti ìfaradà lọ́nà àrínyà jẹ́ pàtàkì.
3. Wọ́n máa ń gbà wọ́n níyànjú láti ‘Gbẹ́sẹ̀ lé ọkàn rere síle, àní kí wọ́n máa ṣàníyàn.’ Èyí túmọ̀ sí pé wọ́n yẹ kí wọ́n ní ìrẹ̀lẹ̀ àti ṣàníyàn kéré.
4. Wọ́n tún máa ń sọ fún wọn pé 'Bí òrò bá sùn lọ, òrò àró ràn an.' Ìtumọ̀ rẹ̀ ni pé kò sí ìṣòro tó máa ń pẹ́ títí láé.
5. 'Òwe lẹ̀sìn ọ̀rọ̀, ọ̀rọ̀ lẹ̀sìn òwe.' Nípasẹ̀ òwe àti ọ̀rọ̀ ọgbọ́n, wọn máa ń kọ́ wọn nípa pàtàkì ìgbé ayé pẹ̀lú ìrọ́nú.",,brainstorming,self-instruct
Kíni àwọn ìròyìn ayéjọ tí a lè ṣàgbékalẹ̀ láti fi dá àwọn ènìyàn lójú pé ìṣọ̀kan àti ìfẹ́ jùlọ ni láyé?,"1. Ìtàn ìgbéyàwó Oríṣà Ọkọ ati Yèmọjá tí ó dá lórí ìfẹ́ àti àtìlẹ́yìn.
2. Ìtàn ìjọba Aláàfin Ọ̀yọ́, Ṣàngó, tí ó kéde ìfẹ́ àti ìrépo láàrín ìlú.
3. Ìtẹ̀lọ́rùn àwọn ará Ìjẹ̀ṣà nígbà tí wọ́n jọ ṣẹ̀dá Ọdún Ọṣun Òṣogbo.
4. Àpilẹ̀kọ ìgbésí ayé Fúnlọ́lá Ọṣìnbàjò, tí ó wàásù ìfẹ́ àti àjànàkú ní àárín àwọn ọmọ iléèwé.
5. Ìgbàgbọ́ ìlú Ìbàdàn ní gbígbé ara wọn ro ní omi ìjàmbá iná Àgbájọwọ́.
6. Ìrànwọ́ Àwọn Tánlẹ́ntì Ìjẹbú, ètò tí ó gba àwọn ọ̀dọ́ là nípa lílo ẹ̀bùn wọn fún ìfẹ́ àti aláfìyà.
7. Ìgbìmọ̀ àlàáfíà Oòduà, tí n ṣiṣẹ́ takuntakun láti ríi pé aláfìyà jọba ní gbogbo agbègbè Yorùbá.",,brainstorming,self-instruct
Báwo ni a lè lo àṣà àtí ìṣe Yorùbá láti gbé ìlúmọ̀ọ́ká ọlájà ní àwùjọ wa?,"A lè lo àṣà àtí ìṣe Yorùbá ní ọ̀nà púpọ̀ láti gbé ìlúmọ̀ọ́ká ọlájà ní àwùjọ wa láì ṣe àfihàn réré wọ̀nyí:

1. Àjọyọ̀ Ìṣẹ̀dáyẹ́: Ṣiṣe àwọn àjọyọ̀ ìṣẹ̀dáyẹ́ ní ọdọọdún láti kí àwọn oníṣẹ́ ọwọ́ dídekùn, yálà ọ̀nà aṣọ, iṣẹ́ ọnà, tàbí sísè ọ̀nà jíjẹ.

2. Ẹ̀kọ́ Àṣà àti Ìtàn Yorùbá: Fààyè gbà ẹ̀kọ́ àṣà àti ìtàn Yorùbá nínú eto ẹ̀kọ́ ìlú kí àwọn ọ̀dọ́ lè mọ̀ ọrọ̀ ìṣẹ́da wọn, eyí tí yóò ṣe àtìlẹyìn fún ọlájà àwọn àṣà wọ̀nyí.

3. Ìgbélárugẹ Ọjà Lókálè: Ṣiṣẹ̀dá àwọn adáni láti gbéga àti títà ọjà àdánì tí wọ́n ṣe dáadáa pẹ̀lú ọwọ́ nípa lilo àwọn èròjà àbínibí.

4. Ìdàgbàsókè Àwọn Àfìmọ́sọ̀rọ̀ Àṣà: Lílò àwọn àfìmọ́sọ̀rọ̀ àṣà bíi ìlú, orin àlùfáà, ìjálá, àti ewì láti ṣe ìpolówó àti ìgbéga àwọn ọjà àti iṣẹ́ àwùjọ.

5. Àyájọ́ Àwọn Àjọdún Àṣà: Sísè àyájọ́ àwọn àjọdún àṣà Yorùbá bíi Ọ̀ṣun Ọ̀ṣogbo, Ìjẹ̀ṣá, àti Èkó àti gbígbà àwọn arìnrìn-àjò láàyè láti ṣìṣàmúlò àwọn ọjà àdánì ní àwọn àyè báyìí.

6. Àgbélárugẹ Àwọn Ọgbọ́n Ìṣe Aṣọ ti Àtijọ́: Kọ́ àwọn ọ̀dọ́ nípa ọgbọ́n ìṣe aṣọ àtijọ́ bíi ọgbọ́n kíkọ àdìrẹ̀, ìsíkí, àti bàtíkì, nípasẹ̀ eyí tí a lè ṣàtúnyẹ̀wò àwọn ọjà aṣọ wa ní ọjà àgbáyé.

7. Ìfòwósowópọ̀ pẹ̀lú Àwọn Ilé-Ẹ̀kọ́: Ṣiṣédá àwọn ètò ìfọwọsowọpọ̀ pẹ̀lú àwọn ilé-ẹ̀kọ́ lati gbékalẹ̀ àwọn iṣẹ́-ọnà àti àṣà Yorùbá gẹ́gẹ́ bí àpá kan pàtàkì nínú eto ẹ̀kọ́ ìlú.

8. Lílọ̀ Àwọn Irínàjà Àṣà: Ṣíṣẹ̀dá àwọn irínàjà àṣà tó n gbé àwọn ènìyàn lọ sí àwọn ibi pàtàkì tí àṣà àti ìṣe Yorùbá ti gbilẹ̀, láti léraléra àti láti kọ́ èkọ́ nípa àṣà wa.",,brainstorming,self-instruct
Báwo ni àwọn ènìyàn lè pín ìrírí àṣà wọn pẹ̀lú àgbáyé láì ní láti kọjá ààlà ilẹ̀ wọn?,"Àwọn ènìyàn lè pín ìrírí àṣà wọn pẹ̀lú àgbáyé láì ní láti gba ìrìn àjò lọ kọjá ààlà ilẹ̀ wọn ní ọ̀pọ̀lọpọ̀ ọ̀nà, gẹ́gẹ́ bí àwọn ìlànà wọ̀nyí:

1. Lílo ètò ìgbàlódé bíi ayélujára láti ṣe às̩àkóso àwọn è̩rò̩, àwòrán ati fidio nípa àṣà àti ìṣe wọn.
2. Kíkọ àwọn ìwé, ìwé ìtàn àti ìwé àkọ́ọ́lẹ̀ tí ó ṣàlàyé ìtàn àti àṣà wọn, tí ó sì jẹ́ kí wọn rí àwọn ìwé náà lórí ayélujára.
3. Fífi àwọn nǹkan ìṣe àṣà wọn hàn ní àwọn àfihàn àgbáyé tí àwọn ènìyàn lè wò lórí ayélujára tàbí láti ra àwọn ohun èlò náà.
4. Ṣíṣe àwọn àjọṣepọ̀ pẹ̀lú àwọn ilé ẹ̀kọ́ lórí ayélujára, láti ṣàgbékalẹ̀ àwọn kíláàsì àti idánilekòó nípa àṣà àti èdè wọn.
5. Lílo àwọn àtẹ̀jáde àti àwọn ǹkan míràn tí àwọn ènìyàn lè kíyèsi àti kọ nípa àṣà wọn, gẹ́gẹ́ bí àwọn podcast àti àwọn ikanni YouTube.
6. Ṣíṣe àwọn ìṣẹ̀lẹ̀ àṣà àgbáyé lórí ayélujára níbi tí àwọn ènìyàn láti gbogbo àgbáyé lè wò ó ní gidi láì ní láti kúrò ní ilé wọn.",,brainstorming,self-instruct
Báwo ni a ṣe lè mú ẹ̀dá ènìyàn rí idagbasoke nínú iṣẹ́ àti ọ̀rọ̀ ajé?,"Láti mú ẹ̀dá ènìyàn rí idagbasoke nínú iṣẹ́ àti ọ̀rọ̀ ajé, àwọn àbá wọ̀nyí lè wà ní ìrànlọ́wọ́:

1. Kọ́ ẹ̀kọ́ nípa òye ọjà àti bí a ṣe lè ṣe àkójọpọ̀ ọnà tuntun.
2. Dídi alámòrí pẹ̀lú ìrètí, mímọ̀ pé àwọn ìṣòro kì í pe dájú ṣùgbọ́n wọ́n jẹ́ àpèjẹ ọgbọ́n.
3. Ṣe àgbékalẹ̀ ètò ìfowósowọpọ̀ pẹ̀lú àwọn ènìyàn tí ó ní ìrírí àti ìmọ̀ tó gaju.
4. Sàtìlẹyìn fún ètò ẹ̀kọ́ tó dá lórí ìlànà òde òní àti imọ ẹ̀rọ tuntun.
5. Ṣègbékalẹ̀ àwọn ètò ìdánilójú pé àwọn òsìsẹ́ ní àyè láti dàgbàsókè àti ṣe àṣeyọrí.
6. Gbígbé ìgbèkálẹ̀ àwọn àgbéga àyíká tí yóò ṣe ìrànwọ́ fún ìdàgbàsókè oríṣiríṣi.
7. Ìdásílẹ̀ àwọn ètò ìgbéga ọ̀rọ̀ ajé ti àgbègbè tí yóò mú kí àwọn ènìyàn ní ànfààní sílẹ̀ láti ṣe àwọn ìṣòwò wọn dáadáa.",,brainstorming,self-instruct
Kíni àwọn ònà mẹ́rin tí a lè gbà tí a bá fẹ́ mú kí ìlú wa dára síi nípa mímọ́ àwọn òpópónà?,"1. Gbígbé àwọn ìgbàlódé òpópopa ìtàkùn àjàyè wọlé, bíi fífi ààmì ìdánilójú àbò àti àwọn ìmọ̀lẹ̀ ọ̀nà títún bọ sísẹ.
2. Ṣíṣàmúlò ojú ọ̀nà kékeré fún àwọn kẹ̀kẹ́ àti kẹ̀kẹ́ mẹ́ta láti dín ìkọlù pọ̀ sí i ní àárín ìlú.
3. Ko àwọn ìpínlẹ̀ àti ìjọba àpapọ̀ jọ láti ṣíṣẹ́ pọ̀ ní kíkọ̀ àwọn ọ̀nà tuntun àti àtúnṣe àwọn ọ̀nà tó ti bajẹ.
4. Ṣiṣẹ̀dá àwọn ètò ẹ̀kọ́ nípa àìmọ́taraẹni lórí afárá àti àwọn ọ̀nà kékeré fún àwọn ọmọ ilé ìwé, láti kọ́ wọn nípa bí ó ṣe pàtàkì láti tọjú àwọn ọ̀nà wa.",,brainstorming,self-instruct
