variable_1,variable_2
"Ìtórò tó so lóko tí kò fẹ̀hìntì, afẹ́fẹ́ oko ní ńtú u.",A weak person who has no support will fall victim to puny forces.
"Àìsí-ńlé ẹkùn, ajá ńgbó.",When the master is away the minion will strut.
"Yíyọ́ ẹkùn, tojo kọ́; ohun tí yó jẹ ní ńwá.",Do not mistake people's gentle nature for spinelessness.
"Adẹ́tẹ̀ẹ́ sọ̀rọ̀ méjì, o fìkan purọ́; ó ní nígbàtí òún lu ọmọ òun lábàrá, òún ja léèékánná pàtì.",One fools only oneself when one claims to have done the impossible.
"Adẹ́tẹ̀-ẹ́ sọ̀rọ̀ méjì, ọ́ fìkan purọ́; ó ní nígbàtí òún lu ọmọ òun lábàrá, òún já a léèékánná pàtì.",One fools only oneself when one claims to have done the impossible.
"Adẹ́tẹ̀ẹ́ ní òun ò lè fún wàrà, ṣùgbọ́n òún lè yí i dànù.",Even feckless people can cause some damage.
"Adẹ́tẹ̀-ẹ́ ní òún sẹ́ ọ̀ràn kan de àwọn ará ilé òun; ó ní bí òún bá lọ sídàálẹ̀, wọn ò jẹ́ fi kàn-ìn-kàn-ìn òun wẹ̀.",People have a knack for skirting dangerous or distasteful situations.
"Adẹ́tẹ̀-ẹ́ rí wèrè, ó kán lùgbẹ́.",A person who should be ostracized ostracizes others.
Ẹnu òpùrọ́ kì í ṣẹ̀jẹ̀.,Lies have no tell-tale labels attached to them.
Irú aṣọ ò tán nínu àṣà.,No one has a monopoly of certain qualities.
Irú erin ò tán ní Àlọ́.,Nobody is one of a kind.
"Amùrín ò sunwọ̀n, ó yí sáró.",A person who has enough flaws should not seek ways to add to them.
"Aláǹgbá tó já látorí ìrókò tí kò fẹsẹ̀ ṣẹ́, ó ní bẹ́nìkan ò yìn un òun ó yinra òun.",One should be self-confident enough not to have to rely on validation by others.
"Eṣú jẹ oko tán eṣù lọ; eṣú lọ Wata, ilé-e rẹ̀.","When one's task is completed, one returns to one's home. Or, The marauder has done his damage and has returned to where he came from."
"Ó pẹ́ títí aboyún, oṣù mẹ́sàn-án.","Sooner rather than later, the day will arrive when one must fulfil one's obligation or pay one's debt."
Ọlọ́run yó pèsè; kì í ṣe bí èsè oríta.,"One wishes for good gifts from God, not just any sort of leavings."
Àlejò orí ni kókó.,One should learn to live with afflictions.
Dìgbòlugi-dìgbòlùùyàn ò jẹ́ ká mọ ajá tòótọ́.,He who acts like a dog makes himself the equal of a dog.
Àgbàdo kì í ṣe èèyàn;ta ní ńrí ọmọ lẹ́hìn eèsún?,One should not overestimate the value of things.
Àgbàdo kì í ṣe èèyàn; ta ní ńrí ọmọ lẹ́hìn eèsún.,One should not overestimate the value of things.
Ìyà tó ńjẹ ọ̀lẹ ò kéré; a-lápá-má-ṣiṣẹ́.,Laziness is a great affliction.
"Baálé ilé kú, wọ́n fi olókùnrùn rọ́lé; ẹkún ńgorí ẹkún.",People known to be unsuitable should not be entrusted with important affairs.
"Ẹni tí ó pa mẹ́fà lógun Ọ̀la: wọ́n ní “Háà, hà, háà!” Ó ní kí wọ́n gbé ọpọ́n ayò wá, ó tún pa mẹ́fà; ó ní bí ojú kò tó tẹ̀gi, ojú kò tó tilé?","One may not believe what one was not witness to, but that which one sees one must believe; seeing is believing."
"Eégún ò na obìnrin lágọ̀; obìnrín tú kíjìpá ìdí-i rẹ̀, ó fi na eégún.","A person is fortunate to have been overlooked by trouble, but he/she goes to deliberately provoke it."
"Eégún wọlé, ó ní òun ò rí Ejonto; Ejontó ní, “Àkísà ni, àbí kíní wọlé?”",A person who disregards one earns one's disregard.
"Eégún pẹ́ lóde, ó fètè òkè dáhùn; wọ́n ní, “Baba kú àbọ̀,” ó ní, “Hì ìì.”",A person who has disgraced himself speaks softly.
"Eégún tí yó ṣe bíi Lébé, Lébé ni yó dà; èyí tí yó tàkìtì bí Olúfolé, òfurugbàdà ni yó ta á.",One must prepare oneself and gather one's resources before one attempts momentous tasks.
"Eégún tí ńjẹ orí ẹṣin, orí àgbò ò lè kò ó láyà.",A person who has faced down serious challenges will not be defeated by a slight inconvenience.
Ọ̀rọ̀ ò pariwo.,The matter under discussion poses little problem.
"Ọ̀rọ̀ ò pọ̀, àkàwé-e ẹ̀ ló pọ̀.",Creating a problem is easy; explaining it is not quite as easy.
Ràdà-ràdà-á mọ ibi tí ó ńrè.,"A person may seem without a purpose, but he or she is engaged in some thing known to himself or herself."
Ìwọ̀n eku nìwọ̀n ìtẹ́; olongo kì í gbé tìmùtìmù.,One should cut one's garment according to one's size.
Olóògùn ní ńṣe bí a-láigbọ́-mọ̀ràn; bí ogun ó bàá wọ̀lú ọlọgbọ́n là ńfọ̀rọ̀ lọ̀.,Trust rather in wisdom than in magical charms.
"Ojú ò ti oníṣègùn, ó ní àna òun ńkú lọ.","If one cannot do what is expected of one, one should at least not broadcast one's shame."
"Oníṣègùn tó sọ pé díẹ̀ ò tó òun, òfo ni yó fọwọ́ mú.",One should not demand too much from people who are in dire straights.
Ọ̀kùn-ún mọ̀nà tẹ́lẹ̀ kójú ẹ̀ tó fọ́.,The old knew how to live before they became frail.
Ọ̀bọ ni yo para ẹ̀.,Fools will bring their own undoing upon themselves.
Fáàárí ọ̀bọ ò ju inú ìgbẹ́ lọ.,One may be esteemed in one's locality and be quite unknown in another.
Òṣùpá lé a ní kò gún; ẹni tọ́wọ́ ẹ̀-ẹ́ bá to kó tún un ṣe.,It is pointless to complain about things one can do nothing about.
Ó bọ́ lọ́wọ́ oṣù ó dàràn-mọ́jú.,A person who overstays his/her welcome ceases to be valued.
"Bí a bá ńpa èpo oṣè, ṣe ní ḿmáaá sanra sí i.","The more a certain person is misused, the more successful he/she becomes."
"À ńpa ẹ̀kukù, ẹ̀kukù ńrúwé; à ńyan nínú aṣẹro, aṣẹro ńdàgbà; à ńkébòsí Ògún, ara Ògún ńle.","The two plants are hardy and virtually indestructible, while Ògún is the formidable god of metals and war. The proverb bespeaks resilience and invulnerability."
"Odó iyán ò jẹ́ gún ẹ̀lú; odó ẹ̀lú ò jẹ́ gúnyán; àtẹ tá-a fi ńpàtẹ ìlẹ̀kẹ̀, a ò jẹ́ fi pàtẹ ọ̀rúnlá.",Each object has its proper uses.
Pátápátá alágbẹ̀dẹ ò ju ilé àrọ lọ.,There is a limit to a person's bragging.
Àfòpiná tó fẹ́ paná-a súyà: ẹrán pọ̀ sí i.,A person who foolishly attempts dangerous tasks courts destruction.
"Àfòpiná tó ní òun ó pa fìtílà, ara ẹ̀ ni yó pa.",It is unwise to take on an adversary one knows can destroy one.
Apá èkúté-ilé ò ká awùsá; kìkìi yíyíkiri ló mọ.,Some people are beyond any schemes by their enemies.
Akóbáni lèkúté-ilé; ejò kì í jàgbàdo.,Bad company brings bad fortune.
Eku tí yó pa ológìnní ò níí dúró láyé.,It is foolhardy for one to take on powers that can destroy one.
Ẹnú dùn-ún ròfọ́; agada ọwọ́ dùn-ún ṣánko.,"A person's mouth may boast of anything, and his hand may claim to be able to do anything, until he is put to the test."
Ẹnu iná ní ńpa iná; ẹnu èrò ní ńpa èrò..,The reckless person brings disaster on his or her head by his or her own actions.
Ẹ̀bìtì ẹnu ò tàsé.,The mouth easily accomplishes even impossible feats.
"Pẹ̀tẹ̀pẹ́tẹ̀ Ìjèṣà, ó ta sẹ́ni lára kò wọ́n.",Disgrace is not easily washed away.
Ẹrẹ̀ òkèọ̀dàn ni yó kìlọ̀ fún a-l-áròó-gbálẹ̀ aṣọ.,The thoughtless person will learn wisdom when his or her thoughtlessness comes to roost.
"Ojú ìmàle ò kúrò lọ́tí, ó bímọ ẹ̀ ó sọ ọ́ ní Ìmórù-máhá-wá.","One's addiction will always manifest itself, however much one might hide it."
"Ojú ìmàle ò kúrò lọ́tí, ó bímọ ẹ̀ ó sọ ọ́ ní Lèmámù.",
Ìmàlé gbààwẹ̀ ó lóun ò gbétọ́ mì; ta ní ńṣe ẹlẹ́rìí fún un?,There is no point is paying attention to a claim that cannot be verified.
Ebi ò pàmọ̀le ó ní òun ò jẹ àáyá; ebí pa Súlè ó jọ̀bọ.,A desperate person is seldom finicky.
"Ìmàlé sọ̀rọ̀ òjò-ó kù, ó ní Ọlọ́runún jẹ́rì-í òun.",Said of someone who claims a neutral evidence as support for his/her position.
Kékerè nìmàle-é ti ńkọ ọmọ-ọ ẹ̀ lóṣòó.,One should do things in a timely manner.
Kèrègbè tí kò lọ́rùn ni yóò júwe bí àgbẹ̀ ó ti so òun kọ́.,A difficult person prompts others as to the best way to handle him/her.
Abẹ́rẹ́ bọ́ sómi táló; Ọ̀dọ̀fín ní òun-ún gbọ́ “jàbú!”,Excessive exaggeration amounts to lying.
Abẹ́rẹ́ á lọ kí ọ̀nà okùn tó dí.,"Unlike the thread's, the passage of the needle through the cloth is ever smooth."
"Ọ̀gá-a má fi ẹsẹ̀ yí ẹrẹ̀, gbogbo ara ní ńfi yí i.",Too much squeamishness is its own undoing.
Ìkókó ọmọ tó tọwọ́ bọ eérú ni yó mọ bó gbóná.,Experience is the best teacher that one should avoid dangerous ventures.
"Àṣẹ̀ṣẹ̀yọ màrìwò, ó ní òun ó kan ọ̀run; àwọn aṣáájúu rẹ̀-ẹ́ ṣe bẹ́ẹ̀ rí?",Ambition should be tempered with realism.
"Àgó tó gbó ṣáṣá, ẹ̀bìtí pa á, áḿbọ̀sì olóósè a-bara-kùọ̀kùọ̀.","If the green wood is consumed, the dry wood has no prayer."
Ẹ̀gbẹ̀rì ò mọ̀ pé arẹwà kì í gbé ẹ̀kú; gbogbo ehín kin-kìn-kin lábẹ́ aṣọ.,It is a foolish person who conceals his or her endowments.
Abiyamọ́ purọ́ mọ́mọ-ọ rẹ̀ jẹun.,One uses every ruse available to one in the interest of one's well-being.
"Ìpàkọ́ ò gbọ́ ṣùtì, ìpẹ̀hìndà ò mọ yẹ̀gẹ̀ yíyẹ̀.",The best response to insults is to disregard them.
Òdú kì í ṣe àìmọ̀ olóko.,An indication that a matter under discussion is not such a secret after all.
Ìjòkó là ḿbá eèbà.,The constancy of the pot is worth emulating.
Ilá kì í ga ju akórè lọ kó má tẹ̀ ẹ́ ká.,The conscientious worker will always find the means to complete his/her task.
Arúgbó ṣoge rí; àkísà-á lògbà rí.,Those who are favored should remember that times and circumstances do change.
Arúgbó ṣoge rí; àkísà-á lògbà rí.,Those who are favored should remember that times and circumstances do change.
"Arúgbó oǹdágbèsè, ó ní mélòó ni òun óò dúró san níbẹ̀?",A person whose days are numbered can afford to freely take on long-term obligations.
"Arúgbó oǹdágbèsè, ó ní mélòó ni òun ó dùúró san níbẹ̀?",A person whose days are numbered can afford to freely take on long-term obligations.
"Wọ́n ní kárúgbó gba ọmọ pọ̀n, ó ní ṣe bí wọ́n mọ̀ pé òun ò léhín; wọ́n ní kó pa ọmọ jẹ ni?",Said of people whose comment on a proposition is wildly irrelevant.
Olómele kì í sọ pé igi yó dàá lóde lọ́la.,"If one has no say, one should avoid making projections or promises."
Àfi ohun tí a kì í tà lọ́jà lẹrú kì í jẹ.,A slave has no choice.
"Àṣẹ Ọ̀yọ́ kì í ró “Gbà”, àfi “Múwá.”",It is good to give as well as to receive.
Àgbéré-e ṣìgìdì tó ní ká gbé òun sójò; bí apá ti ńya nitan ńya; kidiri orí ò lè dá dúró.,One should know one's limitations.
Olóhun-ún dolè; “Gbà bù jẹ́” dolóhun.,"The tables are turned, such that the rightful owner is displaced by a usurper."
"Alára ò lè wí pé kò dun òun, ká ní ó kú àìsùn, ó kú àìwo.",One does not commiserate with a person who does not admit his/her misfortune
Ọmọ onílẹ̀ á tẹ̀ ẹ́ jẹ́jẹ́.,"Responsible people do not always do as they can, but behave as is proper."
Ẹlẹ́rù ní ńgbé ẹrù ká tó ba ké ọfẹ.,Only those who make an effort on their own behalf deserve help from others.
Ọlọ́jà kì í wípé kọ́jà ó tú.,People always want the best outcome for their ventures.
Oníṣu ní ḿmọ ibi iṣú gbé ta sí.,One should not presume to know more about an affair that the person most intimately involved.
Olóhun kì í rí ohun ẹ̀ kó pè é lórò.,One cannot be fearful of what one owns.
Ọrùn kì í wọ òṣùká; ẹlẹ́rù lọrùn ńwọ̀.,Commiserators and people lending a hand do not suffer the troubled person's pain; the troubled person is the one who bears it all.
Àtẹ́lẹwọ́ ò ṣéé fi rúná.,One should not attempt difficult tasks without the proper resources.
"Akọ̀pẹ Ìjàyè ò gbọ́ tiẹ̀, ó ní ogún kó Agboroode.",The wise person learns from others' misfortunes instead of gawking at them.
"Ṣòkòtò tí ńṣiṣẹ́ àrán, oko ní ńgbé.",The real workers and producers of wealth are liable to be less in the public eye than their beneficiaries.
"Odídẹrẹ́ dawo, ìkó ìdí ẹ̀-ẹ́ dọ̀gbẹ̀rì.","The person being propped up achieves great glory, but his backer loses his standing."
Odídẹrẹ́ ńwolé hóró-hóró bí ẹnipé yó kòó sílé; àgbìgbò nọ̀wọ̀ràn ńwohò igi bí ẹnipé kò tibẹ̀ jáde.,"Some people fail to appreciate their assets, while others envy them what they have."
"Odídẹrẹ́ ẹyẹ òkun, àlùkò ẹyẹ ọ̀sà; bí a bá jẹun gbé, ká má jẹ̀ẹ́ùn gbé.","However far we may roam, and however long, one should never forget promises made."
"Odídẹrẹ ní wọn ò lè tí ojú òun yan òun mọ́ ẹbọ; bí wọ́n bá ńdÍfá, òun a sá wọlé.",The smart person should always distance himself from disaster.
Ibi tí a pè lórí ní ńhurun.,One should act in accordance to one's station.
Gbígbòòrò là ńṣe ọ̀nà igi.,One should make provisions adequate for the task ahead.
Ọ̀nà kì í dí mọ́ aládàá.,No problem is insoluble for a resourceful person.
Ọ̀nà irọ́ kì í pẹ́ẹ́ pin.,Deceit is soon exposed.
"Ọ̀nà ọ̀fun, ọ̀nà ọ̀run: méjèèjì bákannáà ni wọ́n rí.",One's throat may lead to one's death.
"Okó ilé kì í jọ obìnrin lójú, àfi bó bá dó tìta.","One hardly ever appreciates what one has, until one has flirted with, and has been disappointed by, alternatives."
"Ẹni tí eégún ńlé kó máa rọ́jú; bó ti ńrẹ ará ayé, bẹ́ẹ̀ ní ńrẹ ará ọ̀run.",Perseverance solves all problems.
Ẹni tí a bá ḿbá ṣiṣẹ́ kì í ṣọ̀lẹ; bórí bá túnni ṣe a kì í tẹ́ bọ̀rọ̀.,"One should make the most of unexpected good fortune, and not squander the opportunity it presents."
Ẹni tí ńgbẹ́lẹ̀ ní ńsìnkú; ẹni tí ńsunkún ariwo ló ńpa.,Tangible help is better than useless sympathetic gestures.
Ẹni àjò ò pé kó múra ilé.,One should know when it is time to go home.
"Ẹni tí ó mú u lórí ní ó kú, ìwọ tí o mú u lẹ́sẹ̀-ẹ́ ní ó ńjòwèrè.",Novices should not presume to be more knowledgeable than the experts.
Ẹni a pé kó wáá wo kọ̀bì: ó ní kí nìyí kọ́bi-kọ̀bi?,One should not waste one's breath expressing the obvious.
"Ẹlẹ́jọ́ kú sílé, aláròyé kú síta gbangba.",The busybody's fate is worse than that of the person involved in the affair.
Ẹni tí a bá fi orí-i rẹ̀ fọ́ àgbọn ò níí jẹ níbẹ̀.,Whoever takes foolhardy risks in pursuit of an end seldom lives to enjoy it.
"Ẹni tí ìbá hùwà ipá ò hùwà ipá; ẹni tí ìbá hùwà ẹ̀lẹ̀ ò hu ẹ̀lẹ̀; ọ̀kùn tó nígba ọwọ́, tó nígba ẹsẹ̀ ńhùwà pẹ̀lẹ́.","Even though one has a great deal of weight, one should still tread lightly."
"Ẹni à bá fi sóko kó dàparò, ó ní òun ẹni ilé.",An unwanted person believes himself to be indispensable.
Ẹni à ńwò kì í wòran.,One should not ignore one's problems to dwell on others'.
Ẹni tí a bá ḿmú ìyàwó bọ̀ wá fún kì í garùn.,One should not be unduly impatient for what is coming one's way anyway.
Ẹni tí ó so ìlẹ̀kẹ̀-ẹ́ parí ọ̀ṣọ́; ẹni tó fúnni lọ́mọ-ọ́ parí oore.,There are certain gestures that cannot be surpassed.
"Ẹni tí ó yá ẹgbàafà tí kò san án, ó bẹ́gi dí ọ̀nà egbèje.",A person who defaults in little things does himself or herself out of the opportunity for larger ones.
"Ẹni tó ńṣápẹ́ fún wèrè jó, òun àti wèrè ọ̀kan-ùn.",Whoever joins the imbecile in his or her games is himself or herself an imbecile.
Ajàkàṣù ò mọ̀ bí ìyàn-án mú.,Greed knows no thrift.
Ẹni tí ó jìn sí kòtò-ó kọ́ ará ìyókù lọ́gbọ́n.,One learns from the experiences of those who have gone before.
Akẹ́yinjẹ ò mọ̀ pé ìdí ńro adìẹ.,One should never be so preoccupied with one's own pleasures that one does not care what they cost others.
Ẹni tí ó ṣe ojú kò da bí ẹni tó ṣe ẹ̀hìn.,"It is what people say of one, or what they do on one's behalf, in one's absence that matters."
Abúni ò tó abẹ̀rín; bẹ́ẹ̀ni abẹ̀rín ò mọ ẹ̀hìn ọ̀la.,Fortunes and circumstances may be reversed in time.
"Ẹni tí ó sùn tó ní òún kú, tó bá jí, ta ni yó wìí fún?",If one paints oneself into a corner one is truly stuck.
Ẹni tí a bá ńdáṣọ fún kì í ka èèwọ̀.,Those who depend on the charity of others must be satisfied with whatever they can get.
Ẹni tó tijú tì í fún ara-a rẹ̀.,Good character benefits the owner more than others.
Ẹni tí ó gbọ́n tó ńpurọ́; ẹni tó mọ̀ràn tó ńṣèké; ẹni tó mọ̀ pé nǹkan ò sí tó ńtọrọ; èwo ló sàn nínú àwọn mẹ́tẹ̀ẹ̀ta?,"The liar, the dissembler, and the one who would embarrass one, are all equally evil."
Ẹni tó pa kẹ́tẹ́kẹ́tẹ́ yó ru káyá ẹrù.,Whoever is careless with his/her resources will pay dearly in the future.
Amọ̀nà èṣí kì í ṣe amọ̀nà ọdúnnìí.,The person whose knowledge does not grow with the times soon becomes ignorant.
"Ẹni tó rúbọ tí kò gba èèwọ̀, bí ẹni tó fi owó ẹbọ ṣòfò ni.",A person who knows of the remedy but does not apply it is as badly off as the person who does not know the remedy at all.
Alátiṣe ní ḿmọ àtiṣe ara-a rẹ̀.,"One should not second guess others, or try to make their decisions for them."
"Ẹni tí ó gbin ọrún èbù tó pè é nígba, tó bá jẹ ọgọ́rùn-ún òtítọ́ tán, á wá jẹ ọgọ́rùn-ún irọ́.",A person who overstates his investment will not for all that earn more than the investment can generate.
Ẹni tó dùbúlẹ̀-ẹ́ ṣe oògùn ìjàkadì tán.,The wise person forestalls problems.
Ẹni tí ó gbépo lájà ò jalè bí ẹni tó gbà á sílẹ̀ fún un.,The abettor is more a culprit than the perpetrator.
Ẹni tí ńsáré kiri nínú-u pápá ńwá ọ̀nà àti jìn sí kòtò.,Reckless action leads to disaster.
"Ẹni tó mi kùkùté, araa rẹ̀ ní ńmì.",Whoever takes on an invincible adversary fashions his or her own defeat.
Ẹní gbani láya ò ní kírú ẹni má rà.,A person who injures one cannot stop one from pursuing one's destiny.
"Ẹni tó sọ ẹlẹ́dẹ̀ lékùrọ́, oúnjẹ ló fún un.",One does not douse a fire by throwing oil on it
Arìngbẹ̀rẹ̀ ni yó mùú oyè délé; asárétete ò róyè jẹ.,The spoils do not necessarily go to those who exert themselves most.
Ẹní dádé ti kúrò lọ́mọdé.,A high office carries high responsibilities with it.
Ẹni tí Orò-ó máa mú ḿba wọn ṣe àìsùn orò.,"The intended victim innocently helps in making preparations for his or her own demise; if there is the slightest possibility of peril, one should not act carelessly."
"Alárìnjó tí yó jòó, kó ti ìwòyí mú ẹsẹ̀ kó le kó kó kó.","Before embarking on a trade, one should hone one's tools."
Ẹni tí yó fò yó bẹ̀rẹ̀.,One must make adequate preparations for any project.
"Ẹni tí yó yàáni lówó, tí kò níí sinni, ohùn ẹnu-u rẹ̀ la ti ḿmọ̀.",The way people talk is a good indication of their character.
"Ẹni tí yó bọ Ògún, yó ra ọjà-a tirẹ̀ lọ́tọ̀.","If one's priorities are incompatible with those of others, one parts company with them."
Ẹni tí yó mu ẹ̀kọ ọ̀fẹ́ yó bàá ọmọ ẹlẹ́kọ ṣeré.,Nothing comes free.
"Ẹni tí a gbé gun ẹlẹ́dẹ̀, ìwọ̀n ni kó yọ̀ mọ; ẹni tó gẹṣin, ilẹ̀ ló ḿbọ̀.",One should not let one's good fortune go to one's head; circumstances do change.
Ẹlẹ́kún sunkún ó bá tirẹ̀ lọ; aláròpa ìbá sunkún kò dákẹ́.,One should not keep harping on one's injuries.
Ẹlẹ́jọ́ ṣa èyí tó wù ú wí.,One should concentrate on one's most pressing problems.
"Onígẹ̀gẹ́ fìlẹ̀kẹ̀ dọ́pọ̀; onílẹ̀kẹ̀ ìbá gbowo, ko rọ́rùn fìlẹ̀kẹ̀ so.",One can always find a ruse to get one out of embarrassing situations.
Alákatam̀pòó ṣe bí ọ̀bọ ò gbọ́n; ọ̀bọ́ gbọ́n; tinú ọ̀bọ lọ̀bọ́ ńṣe.,"It matters nothing if one is derided, as long as one knows what one is doing and why."
"Ẹlẹ́dẹ̀ẹ́ ní ọjọ́ tí òún ti jágbọ́n-ọn hùn, ọjọ́ náà ni ọ̀rọ̀ ò ti nìun lára mọ́.",A person who says nothing seldom gets in trouble.
"Ẹlẹ́dẹ̀ ńpàfọ̀, ó rò pé òún ńṣoge.",People who lack good judgement are never aware of their own misbehavior.
"Ẹyẹlé fi ẹ̀sín-in rẹ̀ pamọ́, ó ńṣe ẹ̀sín adìẹ.",A person full of flaws insists on finding fault with others.
"Ẹyẹlé ní òun ò lè bá olúwa òun jẹ, kí òun bá a mu, kí ó di ọjọ́ ikú-u rẹ̀ kí òun yẹrí.","If one shares the good times with a person, one should be prepared to share the bad times also."
Ibi tí a ti mú ọ̀lẹ ò kúnná; ibi tí a ti mú alágbáraá tó oko-ó ro.,"A worthy person, even if eventually vanquished, will leave signs of powerful resistance behind."
Ọ̀gẹ̀gẹ́ ò lẹ́wà; lásán ló fara wéṣu.,No imitation can be as good as the real thing.
"Ọ̀dẹ̀dẹ̀ ò gba òró, àfi abẹ́ ọdán.",An invitation to repair to another place outside other people's earshot to discuss confidential matters.
Òòrẹ̀ ní ńṣẹ́gi tí a ó fi wì í.,The incautious person will provide the instrument for his own undoing.
Kì í rẹ òòrẹ̀ kó rẹ sinsin ìdí ẹ̀.,One can never be so tired that one will leave oneself defenseless.
Aláàárù kì í ru ẹṣin.,Certain tasks are impossible of accomplishment.
Ìkòkò kì í ṣelé ìgbín; ṣe ló dè ìgbín mọ́lẹ̀.,One should not try to pass off injury one is causing a person as some favor one is doing the person.
"Ìkòkò tí yó jẹ ata, ìdí ẹ̀ á gbóná.",Good things come only after great labor or suffering.
Àpáàdì-í gbóko kò rà.,Resilience is a fortunate quality to have.
"Ìṣẹ́ tó ṣẹ́ ọmọ lógún ọdún, ìyà tó jẹ ọmọ lọ́gbọ̀n oṣù, bí kò pa ọmọ, a sì lẹ́hìn ọmọ.",Perseverance puts an eventual end to all suffering.
"Aboyún bí, ìhá tù ú.",Relief comes in time to the persevering sufferer.
"Ọmọ ọba Ọ̀nà Ìṣokùn ńfi ehín gé ejò, ọmọ ọba kan-án ní òun kì í jẹ ẹ́; ìlú wo lọmọ ọba náà-á ti wá?","If your betters are reduced to an expedient, you would be foolish to say it is beneath you."
Ọ̀ràn ọ̀gẹ̀dẹ̀ ò tó ohun tí à ńyọ àdá sí.,Do not make too much of a minor crisis.
"Àkísà-á mọ ìwọ̀n ara-a rẹ̀, ó gbé párá jẹ́.",A person of low standing should not call attention to himself or herself.
Òjò pa ewé-e kòkò; bó lè ya kó ya.,"When one has no investment in some property one is liable to be careless in using it; also, One will do what one pleases, and damn the consequences."
"Àgbàrá ba ọ̀nà jẹ́, ó rò pé òún tún ọ̀nà ṣe.",Ignorance or incompetence in tackling a task often leads to unintended results.
"Òjò ńrọ̀, orò ńké; atọ́kùn àlùgbè tí ò láṣọ méjì a ṣe ògèdèm̀gbé sùn.","If one has not made provisions for rainy days, when they come one must suffer the attendant hardship."
"Ìgbà òjò ńlọ, ìgbà ẹ̀rùn ńlọ, a ní ká dí isà eku kó le; ìgbà wo la óò tó wá peku náà?","One must do what needs to be done while there is still time, rather than resort to transparent temporizing ruses."
"Abẹ ní ḿbẹ orí; oníṣẹ́ àtẹ́lẹsẹ̀ ní ḿbẹ ọ̀nà; bèbè ìdí ní ḿbẹ kíjìpá; bí a dáwọ́-ọ bíbẹni, a tán nínú ẹni.","It is a person that is close to one that placates one; after such placation, one allows oneself to be appeased."
"Dà-á-sílẹ̀-ká-tun-pín, ogún ijọ́un, a ò pín in re.",Whatever needs to be done again must not have been done well the first time.
A-dìtan-mọ́ èsúó; ó ní èkùlù ló bí ìyá òun.,Never make preposterous claims of kinship.
Ọ̀wọ̀-ọ kókó la fi ńwọ igi; ọ̀wọ̀ òrìṣà la fi ńwọ àfín.,One extends the same regard one has for certain people to those associated with them.
Ọ̀ràn kì í yẹ̀ lórí alábaun.,Said of people who are invariable the source of problems.
"Olówó jẹun jẹ́jẹ́; òtòṣì jẹun tìpà-tìjàn; òtòṣì tí ḿbá ọlọ́rọ̀ rìn, akọ ojú ló ńyá.",One should keep to comrades whose station is similar to one's.
Ẹ̀sín alátọ̀sí ò sí lọ́wọ́ òkóbó.,Do not ridicule a person whose condition is no worse than yours'.
Ọ̀nà ìgbàlẹ̀ a máa já sọ́run.,People who do the forbidden may pay dearly for their temerity.
Ọ̀nà ni yó mùú olè; ahéré ni yó mùú olóko.,"When the habitual wrongdoer comes to grief, it will be in the course of his wrongdoing."
Àkùkọ̀ adìẹ́ fi dídájí ṣàgbà; ó fi ṣíṣu-sílẹ̀ ṣèwe.,Nobody is free of some blemish.
"Ọ̀mọ̀rán bèèrè ọ̀ràn wò; Àjàpá ní, “Ẹni tí wọ́n pa lánàá, kàà kú tán?”","If you know the answer to a question already, don't ask it."
Itọ́ tí a tu sílẹ̀ kì í tún padà re ẹnu ẹni mọ́.,Once one has said something one cannot take it back.
Ọgbọ́n tí ọ̀pọ̀lọ́ fi pa ẹfọ̀n ló fi ńjẹ ẹ́.,"If a person has proved himself capable of doing the impossible, one should not doubt that he can accomplish another."
Etí tó gbọ́ àlọ ni yó gbọ̀ọ́ àbọ̀.,Whoever is privy to the genesis of an affair will (must) be privy to its conclusion.
Ẹnu tí ìgbín fi bú òrìṣà ní ńfi-í lọlẹ̀ lọ bá a.,The person who insults a powerful person will in time eat his or her words before the person insulted.
Ẹní bá yẹ ọ̀nà Ìjẹ̀bú tì ni yó yẹ̀ ẹ́ tán.,"The shirker will sooner or later be forced to do his or her duty; if one has to do a thing, one should do it efficiently, not half-heartedly."
Ohun tí kò jẹ́ káṣọ pé méjì ni ò jẹ́ kó dú.,Misfortune teaches one fortitude; scarcity teaches one to be thrifty.
"OníṢàngó tó jó tí kò tàpá, àbùkù ara ẹ̀.",A person who skimps on what is expected of him disgraces himself.
OníṢàngó tó jó tí kò gbọn yẹ̀rì: àbùkù-u Ṣàngó kọ́; àbùkù ara ẹ̀ ni.,A person who does not live up to his potential disgraces only himself.
Wolé-wolé kì í wolé agbọ́n láì tẹ́.,One should be cautious in performing one's duties.
Ìpẹ̀ta lọṣẹ àpọ́n.,A person who lacks the means to properly provide for himself/herself must be resourceful at making do.
Àkèekèé rìn tapó-tapó.,The stalwart is never unprepared to answer a call.
Àkèekèé rìn tapótapó.,The stalwart is never unprepared to answer a call.
"Àṣírí ìkokò, ajá kọ́ ni yó tùú u.",The stalwart's comeuppance will not come at the hands of a no-account person.
Ọmọ inú ayò ò ṣé-é bá bínú.,One should not blame one's misfortune on innocent people.
Elékuru kì í kiri lóko.,One wastes one's time attempting to sell things to those who produce them.
On-íṣẹ̀ẹ́pẹ́-igí bímọ ó sọ ọ́ ní Ayọ̀-ọ́-kúnlé; ayọ̀ wo ló wà lára ìṣẹ́pẹ́ igi?,One should not make too much of nothing.
